timestamp,open,high,low,close,volume,quote_volume,day_of_week,day_of_month,month,year,daily_return,log_return,close_lag_1,close_lag_7,volume_lag_1,volume_lag_7,close_rolling_mean_7,close_rolling_std_7,close_rolling_mean_14,close_rolling_std_14,volume_rolling_mean_7,volume_rolling_std_7,volume_rolling_mean_14,volume_rolling_std_14,RSI_14,SMA_20,EMA_20,MACD,MACD_Signal,BB_Upper,BB_Middle,BB_Lower,BB_Width,Volume_Change,Volume_MA_20,Volatility_14,momentum_5,momentum_10,momentum_20
2014-07-05,623.96,627.8,619.69,622.96,3247.38,2034965.63,5,5,7,2014,-0.0016026668376177,-0.0016039524819372,623.96,597.56,3601.75,2938.93,630.0085714285714,15.4680384756985,610.3257142857143,24.446616476372824,3782.137142857143,615.6819824853927,3414.870714285714,716.9237074254702,51.75467333157179,607.145,619.0274889333728,-1.5614975611094906,-9.687009814717575,648.1343110456859,607.145,566.1556889543141,0.1350231363041313,-0.09838828347331152,3407.4584999999997,0.02397040841167621,-0.019176874389898235,0.09589233881607884,0.06984492263305242
2014-07-06,622.96,629.44,622.65,626.65,2700.79,1698242.23,6,6,7,2014,0.005923333761397,0.0059058597888005,622.96,601.06,3247.38,2892.18,633.6642857142857,9.267072276150673,611.9707142857143,24.733834025569145,3754.7957142857135,664.133630199454,3462.299285714286,636.1571570158802,53.11741990220835,608.5235,619.7534423682896,-0.9040494093951565,-7.930417733653091,650.1840656586655,608.5235,566.8629343413345,0.13692344061869596,-0.16831722804229876,3342.9300000000003,0.023882721105188572,-0.025715573936162084,0.07542474686802803,0.046020564866128044
2014-07-07,626.65,627.93,607.32,613.6,2529.86,1590944.74,0,7,7,2014,-0.0208250219420728,-0.0210449210044847,626.65,635.14,2700.79,3832.86,630.5871428571429,11.898094685403688,613.5728571428572,23.9983362976468,3568.652857142857,806.0469590479679,3453.5192857142856,648.9096997445232,47.95811944343138,608.949,619.1674002379763,-1.4196777872897428,-6.628269744380423,650.6344281014359,608.949,567.263571898564,0.13690942296131844,-0.06328888954713241,3319.4535000000005,0.02389791512823176,-0.04974292262900326,0.01887982996529569,0.014064023533689296
2014-07-08,613.6,619.65,609.35,615.32,3206.28,2004899.12,1,8,7,2014,0.0028031290743155,0.0027992076345039,613.6,643.19,2529.86,4106.32,626.6057142857143,11.638149705662244,615.4692857142857,22.91200977125858,3440.075714285714,777.2573319662146,3462.719285714286,644.0631920437653,48.66584179513098,609.4045,618.8009811676928,-1.670273493192326,-5.636670494142804,651.1592901323905,609.4045,567.6497098676094,0.13703472859944604,0.267374479220194,3314.1639999999998,0.023813848364541368,-0.03559393758914142,0.029720864850391715,0.015027795648372644
2014-07-09,615.32,623.82,610.53,623.0,3066.24,1920482.89,2,9,7,2014,0.0124813105376062,0.0124040610999026,615.32,645.72,3206.28,4784.21,623.3599999999999,8.026848696716591,619.3657142857143,18.51783078934638,3194.6514285714284,505.9970954603256,3460.9657142857145,645.18616989701,51.81666641582637,610.546,619.2008877231507,-1.234925131797695,-4.756321421673782,652.4764511781113,610.546,568.6155488218888,0.1373539460683103,-0.04367678431079025,3187.4095,0.021228020787299993,-0.0015385601641131341,0.03650217948291368,0.03803922222037093
2014-07-10,623.0,624.95,611.66,618.39,3604.7,2253171.2,3,10,7,2014,-0.0073996789727126,-0.0074271924082491,623.0,638.03,3066.24,4010.26,620.5542857142857,4.84715675127312,621.915,15.25028158630346,3136.714285714286,411.4251380205616,3422.172142857143,616.3966514681991,49.839181953729536,611.928,619.1236603209459,-1.247516300143161,-4.054560397367657,652.9700806490116,611.928,570.8859193509884,0.13414022776866433,0.1756092151951576,3259.9474999999998,0.020845568731753337,-0.007335944522922855,-0.026372138426173808,0.04678798137960216
2014-07-11,618.39,633.62,616.11,632.9,3124.17,1969199.34,4,11,7,2014,0.0234641569236242,0.0231931054020556,618.39,623.96,3604.7,3601.75,621.8314285714285,6.712794819275868,624.1057142857143,14.383232606746944,3068.4885714285715,357.52383885220723,3403.280714285714,621.5345744014354,55.5846787669474,613.721,620.4356926713319,-0.08567158816151732,-3.2607826355264296,655.1363043692784,613.721,572.3056956307216,0.1349645991233097,-0.13330651649235714,3302.0114999999996,0.01992007437964479,0.009973669512487016,-0.015998383059438237,0.06006297735495103
2014-07-12,632.9,638.59,625.9,635.9,3433.0,2179286.05,5,12,7,2014,0.0047400853215358,0.0047288864921024,632.9,622.96,3124.17,3247.38,623.6800000000001,8.593604210883447,626.8442857142857,12.46175485499305,3095.0057142857145,379.2281851276856,3438.5714285714284,606.9972449672255,56.68925862854897,615.335,621.9084838454908,1.0648981615466937,-2.395646476111805,657.5580152878732,615.335,573.1119847121269,0.1372358643271492,0.098851855052702,3371.822,0.019643683150803153,0.03634289439374183,-0.01520783001920345,0.05347735330174608
2014-07-13,635.9,638.64,627.54,628.03,1703.49,1082830.37,6,13,7,2014,-0.0123761597735493,-0.01245338224551,635.9,626.65,3433.0,2700.79,623.8771428571428,8.6883997649838,628.7707142857143,10.01329920600699,2952.534285714285,645.7175977638402,3353.665,754.5161500106693,52.967790277931606,617.178,622.4914853840155,1.3263998382520867,-1.6512372132390265,658.2223611717855,617.178,576.1336388282145,0.13300655944244758,-0.5037896883192543,3324.3574999999996,0.02015371595961365,0.020655918871481438,-0.01567324420481797,0.06235093120422208
2014-07-14,628.03,628.99,616.06,618.32,2553.73,1601572.72,0,14,7,2014,-0.015461044854545,-0.0155818132292363,628.03,613.6,1703.49,2529.86,624.5514285714286,7.905792029836524,627.5692857142857,10.197668258582285,2955.944285714286,643.1714657553649,3262.2985714285714,769.3268128481114,48.718317830377025,618.6555000000001,622.0942010617283,0.7415775070297741,-1.1726742691852665,657.5754884249723,618.6555000000001,579.7355115750279,0.1258211991163812,0.49911651961561265,3298.1699999999996,0.013622349581319842,-0.0075120385232744225,-0.009039040964164302,0.05018937785552935
